event_type,event,team,quarter,time_left_quarter,home_score,away_score,player,assist_by,shot_type,shot_distance,dreb,oreb,tov,tov_how,stl_by,foul,foul_type,block_by,foul_by,sub_in,violation_type,free_throw_type,ftm,fta,date,X2fgm,X2fga,X3fgm,X3fga,ast,blk,stl
shot_made,,DEN,4,10:38.0,90,84,A. Gordon,,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,0,0,0
shot_missed,,LAL,4,10:16.0,90,84,D. Russell,,jump shot,27,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
off_rebound,,LAL,4,10:11.0,90,84,C. Reddish,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,4,10:09.0,90,84,C. Reddish,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,LAL,4,10:09.0,90,84,C. Reddish,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,4,10:06.0,90,86,C. Reddish,,layup,0,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_made,,DEN,4,09:53.0,92,86,J. Murray,,jump shot,18,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_made,,LAL,4,09:42.0,92,89,L. James,G. Vincent,jump shot,29,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_missed,,DEN,4,09:24.0,92,89,C. Braun,,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
off_rebound,,DEN,4,09:22.0,92,89,A. Gordon,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,4,09:14.0,92,89,C. Braun,,layup,2,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
off_rebound,,DEN,4,09:08.0,92,89,C. Braun,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,09:08.0,94,89,C. Braun,,layup,0,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
foul,,LAL,4,08:49.0,94,89,C. Wood,,,NA,NA,NA,NA,,,1,Shooting foul,,Z. Nnaji,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,4,08:49.0,94,90,C. Wood,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,08:49.0,94,90,Z. Nnaji,,,NA,NA,NA,NA,,,0,,,,N. Jokić,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_miss,,LAL,4,08:49.0,94,90,C. Wood,,,NA,NA,NA,NA,,,0,,,,,,,0,1,2023-10-24,NA,NA,NA,NA,0,0,0
off_rebound,,LAL,4,08:48.0,94,90,C. Wood,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,LAL,4,08:48.0,94,90,C. Wood,,,NA,NA,NA,NA,,,1,Personal foul,,J. Murray,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,08:48.0,94,90,L. James,,,NA,NA,NA,NA,,,0,,,,A. Davis,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,4,08:38.0,94,90,A. Davis,,jump shot,27,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,DEN,4,08:34.0,94,90,A. Gordon,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,08:17.0,97,90,N. Jokić,C. Braun,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
unknowntype1,LA Lakers full timeout,LAL,4,08:15.0,97,90,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,08:15.0,97,90,C. Reddish,,,NA,NA,NA,NA,,,0,,,,T. Prince,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,08:15.0,97,90,D. Russell,,,NA,NA,NA,NA,,,0,,,,A. Reaves,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,08:15.0,97,90,A. Gordon,,,NA,NA,NA,NA,,,0,,,,K. Caldwell-Pope,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,08:15.0,97,90,J. Murray,,,NA,NA,NA,NA,,,0,,,,M. Porter,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,4,08:01.0,97,90,G. Vincent,,layup,4,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,DEN,4,07:59.0,97,90,M. Porter,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,07:45.0,99,90,K. Caldwell-Pope,N. Jokić,jump shot,18,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
turnover,,LAL,4,07:32.0,99,90,T. Prince,,,NA,NA,NA,1,traveling,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,07:19.0,101,90,N. Jokić,C. Braun,jump shot,16,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_missed,,LAL,4,07:06.0,101,90,G. Vincent,,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,DEN,4,07:03.0,101,90,M. Porter,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,4,06:48.0,101,90,C. Braun,,layup,2,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,4,06:46.0,101,90,C. Wood,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,06:46.0,101,90,G. Vincent,,,NA,NA,NA,NA,,,0,,,,D. Russell,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,LAL,4,06:33.0,101,90,A. Reaves,,,NA,NA,NA,NA,,,1,Shooting foul,,C. Braun,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_miss,,LAL,4,06:33.0,101,90,A. Reaves,,,NA,NA,NA,NA,,,0,,,,,,,0,1,2023-10-24,NA,NA,NA,NA,0,0,0
off_rebound,,LAL,4,06:33.0,101,90,Team,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,06:33.0,101,90,R. Jackson,,,NA,NA,NA,NA,,,0,,,,J. Murray,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,4,06:33.0,101,91,A. Reaves,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,06:16.0,103,91,C. Braun,N. Jokić,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
foul,,LAL,4,06:04.0,103,91,A. Davis,,,NA,NA,NA,NA,,,1,Personal foul,,J. Murray,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,06:04.0,103,91,C. Wood,,,NA,NA,NA,NA,,,0,,,,L. James,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,06:04.0,103,91,C. Braun,,,NA,NA,NA,NA,,,0,,,,A. Gordon,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,LAL,4,05:58.0,103,91,A. Reaves,,jump shot,29,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,DEN,4,05:55.0,103,91,K. Caldwell-Pope,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,4,05:52.0,103,91,J. Murray,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,4,05:52.0,103,91,L. James,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,4,05:45.0,103,94,T. Prince,L. James,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
turnover,,DEN,4,05:28.0,103,94,N. Jokić,,,NA,NA,NA,1,bad pass,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,4,05:17.0,103,96,L. James,A. Reaves,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
unknowntype1,Denver full timeout,DEN,4,05:15.0,103,96,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,05:02.0,106,96,J. Murray,N. Jokić,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_missed,,LAL,4,04:45.0,106,96,L. James,,jump shot,26,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,DEN,4,04:42.0,106,96,Team,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,04:31.0,108,96,K. Caldwell-Pope,N. Jokić,jump shot,20,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
turnover,,LAL,4,04:14.0,108,96,D. Russell,,,NA,NA,NA,1,lost ball,N. Jokić,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,1
shot_made,,DEN,4,03:54.0,110,96,A. Gordon,J. Murray,dunk,0,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,1,0,0
shot_made,,LAL,4,03:40.0,110,99,A. Reaves,A. Davis,jump shot,28,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
shot_made,,DEN,4,03:19.0,113,99,M. Porter,N. Jokić,jump shot,23,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,1,1,1,0,0
unknowntype1,LA Lakers full timeout,LAL,4,03:17.0,113,99,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,LAL,4,02:59.0,113,101,L. James,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
foul,,LAL,4,02:59.0,113,101,L. James,,,NA,NA,NA,NA,,,1,Shooting foul,,K. Caldwell-Pope,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_miss,,LAL,4,02:59.0,113,101,L. James,,,NA,NA,NA,NA,,,0,,,,,,,0,1,2023-10-24,NA,NA,NA,NA,0,0,0
def_rebound,,DEN,4,02:57.0,113,101,M. Porter,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,DEN,4,02:45.0,113,101,J. Murray,,,NA,NA,NA,NA,,,1,Personal foul,,D. Russell,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,02:36.0,115,101,N. Jokić,,layup,2,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
foul,,LAL,4,02:28.0,115,101,A. Reaves,,,NA,NA,NA,NA,,,1,Shooting foul,,K. Caldwell-Pope,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,DEN,4,02:28.0,115,101,,,,NA,NA,NA,NA,,,1,Technical foul,,K. Caldwell-Pope,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
technical_free_throw,,LAL,4,02:28.0,115,101,A. Reaves,,,NA,NA,NA,NA,,,0,,,,,,technical,0,1,2023-10-24,NA,NA,NA,NA,0,0,0
off_rebound,,LAL,4,02:28.0,115,101,Team,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,4,02:28.0,115,102,A. Reaves,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,4,02:28.0,115,103,A. Reaves,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
foul,,DEN,4,02:16.0,115,103,J. Murray,,,NA,NA,NA,NA,,,1,Personal foul,,A. Reaves,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,4,02:04.0,115,103,A. Gordon,,jump shot,9,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,1,0,0,0,0,0
def_rebound,,LAL,4,02:03.0,115,103,D. Russell,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
turnover,,LAL,4,01:50.0,115,103,A. Reaves,,,NA,NA,NA,1,bad pass,M. Porter,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,1
shot_missed,,DEN,4,01:36.0,115,103,M. Porter,,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
def_rebound,,LAL,4,01:33.0,115,103,A. Davis,,,NA,1,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
turnover,,LAL,4,01:29.0,115,103,D. Russell,,,NA,NA,NA,1,bad pass,K. Caldwell-Pope,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,1
foul,,DEN,4,01:15.0,115,103,J. Murray,,,NA,NA,NA,NA,,,1,Personal take foul,,A. Reaves,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
unknowntype1,LA Lakers full timeout,LAL,4,01:15.0,115,103,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,01:15.0,115,103,A. Davis,,,NA,NA,NA,NA,,,0,,,,M. Christie,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,01:15.0,115,103,L. James,,,NA,NA,NA,NA,,,0,,,,J. Hayes,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,01:15.0,115,103,T. Prince,,,NA,NA,NA,NA,,,0,,,,M. Lewis,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,01:15.0,115,103,A. Reaves,,,NA,NA,NA,NA,,,0,,,,C. Reddish,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,LAL,4,01:15.0,115,103,D. Russell,,,NA,NA,NA,NA,,,0,,,,G. Vincent,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_missed,,DEN,4,01:02.0,115,103,N. Jokić,,jump shot,25,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,0,0,0,1,0,0,0
off_rebound,,DEN,4,01:01.0,115,103,M. Porter,,,NA,NA,1,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,01:01.0,117,103,M. Porter,,layup,0,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
shot_made,,LAL,4,00:43.0,117,105,G. Vincent,,layup,3,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
unknowntype1,Denver full timeout,DEN,4,00:43.0,117,105,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,00:43.0,117,105,K. Caldwell-Pope,,,NA,NA,NA,NA,,,0,,,,C. Gillespie,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,00:43.0,117,105,A. Gordon,,,NA,NA,NA,NA,,,0,,,,B. Key,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,00:43.0,117,105,N. Jokić,,,NA,NA,NA,NA,,,0,,,,Z. Nnaji,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,00:43.0,117,105,J. Murray,,,NA,NA,NA,NA,,,0,,,,J. Pickett,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
substitution,,DEN,4,00:43.0,117,105,M. Porter,,,NA,NA,NA,NA,,,0,,,,P. Watson,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
shot_made,,DEN,4,00:31.0,119,105,J. Pickett,,jump shot,17,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,1,1,0,0,0,0,0
foul,,LAL,4,00:24.0,119,105,C. Reddish,,,NA,NA,NA,NA,,,1,Shooting foul,,P. Watson,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,4,00:24.0,119,106,C. Reddish,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
free_throw_made,,LAL,4,00:24.0,119,107,C. Reddish,,,NA,NA,NA,NA,,,0,,,,,,,1,1,2023-10-24,NA,NA,NA,NA,0,0,0
unknowntype1,End of 4th quarter,LAL,4,00:00.0,,,,,,NA,NA,NA,NA,,,0,,,,,,,NA,NA,2023-10-24,NA,NA,NA,NA,0,0,0
